ref_name,ref,datetime,sha256,openssl,wxwidgets
maint,ec5795093dbf3deef7440982eb38c0f0c0bddbf7,2026-09-15T13:55:05Z,4d62f28c60545e9eec72520053ca61f53211f3d8357fc7ce6d16864f5feb4355,openssl-3.5.5,wxwidgets-3.2.9
